Rater;2;4;6;7;8;9;10;11;12;13;15;16;18;28;31;36;44;54;55;57;119;122;140;142;143;145;147;149;161;168;175;191;193;203;209;223;224;230;240;241;247;249;250;251;252;267;268;289;293;296;313;317;318;319;322;324;337;348;372;400;409;410;411;413;417;422;437;440;443;448;458;459;462;463;476;477;483;496;499;500;501;506;507;510;515;516;517;520;528;529;540
Tur_Masc38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;4;;;;;3;;;;;;;4;;;;;;;;6;1;;;;;;;;;;;;;;;;;;;;;
Tur_Masc39;;;;;;;;;;;;;;;;;;3;;;;4;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;4;;;;;;;;;;;;;;;;;5;;;;;;6;;;;;;;;;;;;;;;
Tur_Masc40;;;;;;;;;;;;2;;;;;;;;;;;3;;;;;;;;;;;;;;;5;;;;;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;3;;;;;;;;;;;
Tur_Masc41;;;;;;;;;;;;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;3;;;;;;;;6;;;;;;;;;;;;
Tur_Masc42;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;6;;2;;;2;;;;7;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_Masc43;3;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;5;;;3;;;;;;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_Masc44;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_Masc45;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;5;;6;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;2;7;;;;;
Tur_Masc46;;;;;;;;;;;;;4;;;;3;;;;;;;;;;;;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;6;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;
Tur_Masc47;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;5;4;;5;;;;;;;;;;;;;;;;;;;;;;;;
Tur_Masc48;;;;;4;6;;;4;;;;;;;;;;;;;;;;;;;;;;;;6;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;
Tur_Masc49;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;2;;;;;;;;;;;;;;;;;;;7;;;;;;4;;;;;;;;;;;;;;;;;
Tur_Masc50;;;;;;;4;;;;;;;;5;;;;;;;;;;;;;4;;;;;;;;4;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;3;;;;
Tur_Masc51;;;;;;;;;;;;;;2;;;;1;;;;;;;;;3;;;;;;;;;;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;
Tur_Masc52;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;5;;;;;;;;;;;;;;;;;;;;;5;;;;3;;;;2;;;;;
Tur_Masc53;5;;;;;;;;;;;;3;;;;;;;;;;;;4;;;;;;;;;6;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;3;;;;
Tur_Masc54;;4;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;4;4;;;;6;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;
Tur_Masc55;;4;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;4;;;;5;;;;;;4;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_Masc56;;5;;;;;;;;;;;;;;;;;4;;;;;;6;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;
Tur_Masc57;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;2;;;;;4;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_Masc58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;4;4;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;6;;;;;;;;
Tur_Masc59;;;;;;;;;;5;;;;;4;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;
Tur_Masc60;;;;;;;;;;6;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;4;;;;;;5;;;;;5;;;;;;;5;;;;;4;;;;;;;;;;
Tur_Masc61;;;;2;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;5;5;;;;;;;;;;;
Tur_Masc62;;;;;;;;;;;;;2;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;5;;;;;;;;;;;;;;6;;;;;;;;;;;;3;;;;;7;;;;;
Tur_Masc63;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;6;;7;;;;6;;;;;;;;;;;;;;;4;5;;
Tur_Masc64;;;;;;;;;;;;;;;;;;;;;;;;2;;7;5;;;;;;;;;;;;;;;;;;;;;;;7;;;;2;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;;
Tur_Masc65;;5;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_Masc66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;2;;;;2;;;;;;3;;;;;;;;;;;6;;;;;;;;
Tur_Masc67;;;;4;;;;;;;;;;;;;;;;;;;;;;2;;;;3;;;;;;;;;;;;;4;;;3;;;;;;;;;;;;;;;;;;5;;;;;;;;7;;;;;;;;6;;;;;;;;;;;
Tur_Masc68;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;1;;;;;;;;;5;;;;;;;;;;;;;;;;;;4;4;;
Tur_Masc69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;3;;;4;;;;;;;;;5;;;;;;;5;;;;;;;;;;;;;;
Tur_Masc70;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;2;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;3;;;;;;4;;;2;;;;;;;;;;;;
Tur_Masc71;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;6;;5;;;;;;;;;;;;;;;;;;;
Tur_Masc72;;;;;;;;;;;;;;;;;5;;;;;;7;;;;5;;;;;;;4;;;;;;;;;;;;;7;;;;;;;3;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_Masc73;;;;6;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;6;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;
Tur_Masc74;;;;3;;;;;;;;;;4;;;;;;;;4;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;6;5;;5;;5;;;;;;;;;;;;;;;;;;;;
Tur_Masc75;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;1;;4;;;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_Masc76;;;;;;;;;;;;;4;;;;;;;;;;;;6;;;;;;;;;;;;;;;5;;;;;;;;;;;6;;;;;;;;4;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_Masc77;;;;;;;;;;;;5;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;5;;2;;;;;;;;;;;;;;;;;6;;;;1;;;;;;;;;;;;;;2;;;;
Tur_Masc78;5;;;;;;;;;;;;;;;5;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;3;;;;;6;;;;
Tur_Masc79;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_Masc80;;;;;;;;;;;;;;;;;;;;;6;;;;;;4;;;;;;3;;;;;;;;;;;;;2;;;4;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_Masc81;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;
Tur_Masc82;;;;;;;;4;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;6;4;;;;;;;;;
Tur_Masc83;;;;;;;;;;;;;5;;;;;;;6;;;;;;;;5;;;;;5;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_Masc84;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;6;;;;;;;;;;;;5;;;4;;;;;;;;6;;;;5;;;;;;;;;;;;;;;;;;;
Tur_Masc85;;;;;;6;7;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;5;;;;;;;;;;;;;7
Tur_Masc86;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;6;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;5;;;;;;;;;;;;;;;
Tur_Masc87;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;5;;;;;;6;;;;;6;;;;;;;;;6;;;;
Tur_Masc88;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;2;;;;;;;;;;1;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;1;;;;;6;;;;;
Tur_Masc89;;;;;;;;;;;;4;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;6;;;;;;;;;;;;5;;;;;;;;;;;;3;1;;
Tur_Masc90;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;5;4;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;5;;;;;;;5;;;;;;;;;;;;
Tur_Masc91;;;;;;;;;;;;;;;;;;;;;;;;;6;4;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;7;;;;;;;;;;;;;;;;;;;;;;
Tur_Masc92;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;4;;;4;;;;;4;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
Tur_Masc93;;;6;;;;;;;;;;;;;;;;4;;;;;;;;;;;;5;;;;;;;7;;;;;;;;;5;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;6;;;;
Tur_Masc94;;;;;;;;;;;;;;;;;3;;;;4;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;4;;;2;;4;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_Masc95;;4;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;2;5;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;3;
Tur_Masc96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;5;5;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;
Tur_Masc97;;;2;;;5;;;;;;;;;;;;;;;;;;;;;4;;;;;;3;;;5;;;;5;;;;;;;;;;;;;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_Masc98;;;;;;;;2;;;;;2;;;;;;;6;;;;;;;;;;;;;;;6;5;;;;;;;;4;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_Masc99;;;;;;;;;2;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;2;;;;;;;;;;;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;;;;
Tur_Masc100;;;;;;;;;;;;;;;;;5;;;;;;6;;;;;;;;;6;;;;;;;;;;;;7;;4;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_Masc101;;;;;;;;;;;2;;;;;;;;;;;;4;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;
Tur_Masc102;;;;;;;;;1;;;;;;;;;1;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_Masc103;;;;;;;;2;;;;;;;;;3;5;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;
Tur_Masc104;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;5;;7;;;;5;;;;;;;;;;;;;;;
Tur_Masc105;;;;;;;;;;6;;;;;;;;;5;;;;;;;;;6;;;;;;;;;;;;;;;5;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;
Tur_Masc106;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;5
Tur_Masc107;;;;;;;;;;;;;;;;;5;;;;4;;;;;;;;5;3;;;;;;;;;;;3;;;;;;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;
Tur_Masc108;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;5;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;3;
Tur_Masc109;;;;;;;;;;;;6;;;;2;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;5;;;;;;;;;;;;;;;6;;;;;;;;;;;4;4
Tur_Masc110;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;5;;5;;;;;;;;;;;;5;;;;;6;;;;;;;;;;;5;;;;;;;;
Tur_Masc111;;;;5;;;;;;;6;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;5;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;
Tur_Masc112;;;;;;;5;;;;;5;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;5;;;5;;6;;;;;;;;;;;;;;;
Tur_Masc113;;;;;;;;;3;;;;;3;;;;;;;;;;;;;;;;;3;;;;;;;4;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;
Tur_Masc114;;;;;;;;;;;;;;;3;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;3;;;;;;;;;;;;5;5;;;5;
Tur_Masc115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;;;;;;;1;;;;;1;;;;;;;;;;;;;1;;;;;;;;2;;;;;;;;;;;;;;;;;;2;;;;
Tur_Masc116;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;3;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;3;2;;;3;3;;
Tur_Masc117;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;6;;;;;;;;;;;;;;;;;7
Tur_Masc118;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;3;;;4;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;
Tur_Masc119;;;;;;;;;;;;;;;;;;1;;;;4;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;5;;;;;;;;;;;;
Tur_Masc120;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;4;;;;;5;;;4;;2;;;;;;;;;;4;;2;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_Masc121;;;;;;;;;;;;3;;;;;;;5;;;;;;;;;6;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;4;;;;;;;;;;6;;;;;;;;;;;;;7;;;;;;;;;;;
Tur_Masc122;5;;;;;;;;;;;3;2;;2;;;;;;;;4;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;6;;;;;;;;
Tur_Masc123;;;;;7;;;;;;;;;;;;6;;;;;;;;;;5;;;;;;;;;;;;7;;;;;;;;;;;7;;;4;1;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_Masc124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_Masc125;;;5;;;;;;;;5;;;4;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;4;;;;;;;;;
Tur_Masc126;;;5;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;5;;;;5;;;;;;;;;;;;;;
