Rater;22;23;29;33;37;39;43;46;47;53;61;62;65;66;69;73;115;116;120;132;135;137;153;154;156;176;178;185;188;200;205;206;219;227;232;238;258;275;282;286;303;307;309;310;334;340;341;345;355;366;380;382;398;419;429;441;444;447;452;453;454;456;457;460;465;468;470;473;474;475;484;486;490;492;493;497;502;503;505;513;514;521;523;526;527;532;533;534;535;536;537;539;542
Tur_F_fem27;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;5;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem28;3;;;;3;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;
Tur_F_fem29;;;;;;;;;;;;3;;;;;3;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem30;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;2;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6
Tur_F_fem31;;;;;5;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;3;;;;;;;;;;
Tur_F_fem32;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;3;;;;1;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;
Tur_F_fem33;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;
Tur_F_fem34;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;5;;
Tur_F_fem35;;;4;;;;5;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;4;;;;6;;
Tur_F_fem36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;5;;;;;;;;;;;;7;;;;
Tur_F_fem37;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;3;;;;;;;;;;;;4;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;
Tur_F_fem38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;7;;;;;;;;;;;;;;;4;;
Tur_F_fem39;;;;;;;;;4;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;4;;;3;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem40;;;;;;;;5;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;2;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem41;;;;;4;;;5;;7;;;;;;;;;;;;;;;;;;6;4;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;
Tur_F_fem43;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem44;;;;;;;;;;;;;;;;;;;;;;;;5;4;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;
Tur_F_fem45;4;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;4;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem46;;;;;;;;;;;;4;;;;;;;;;;;;;;;;4;;;;;;;5;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;5;;;;
Tur_F_fem47;;;;;;;;;;;;;;;;;;4;5;;;;;;;;;5;;;;;;;;;;;;;;;;;5;5;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;
Tur_F_fem49;;;;;;;;3;;;;;;;;;;;;;;;;;;2;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;1;;;;;;;;;;;;;;;;;;
Tur_F_fem51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
Tur_F_fem52;;;;;;;;;;;;;;;;;;;;;;;;5;3;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;4;;;
Tur_F_fem53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;4;;;;;;3;;;;;2;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem54;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;4
Tur_F_fem55;;;;4;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;;;;;;;;;;;;3;;;;;;;;;;;3;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;5;;;
Tur_F_fem57;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;
Tur_F_fem58;;;;;;;;;;;;;;;;;5;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;4;;;;;;;;;;;;4;;;;;;;;;;;;6;;;;;;;;;;;;;
Tur_F_fem59;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;2;;;2;;;;;1;;;;;;5;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;2;;;;;;;;;;;;;;;;;;;
Tur_F_fem60;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;4;;;;;;;;;;;;;;;5;;;;;;;;;;4;;;;;;;;;2;;;;;6;;;;;
Tur_F_fem61;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;3;;;;;;;;;3;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5
Tur_F_fem62;;1;;;;1;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem63;;;;;;;;;;;5;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;
Tur_F_fem64;;;;;;;5;;;;;;;;;;;5;;;;;;;;;;;;;1;;;;2;;;;;;;;;;;;;;;;;2;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;
Tur_F_fem65;;;;;;;;;;;;;;;;;;6;;;;4;;;;;;;3;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem66;;;;5;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;
Tur_F_fem67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;
Tur_F_fem68;;;;;;;;;;;;;;3;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;;;1;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;
Tur_F_fem69;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;5;;;;;;;;;6;;;;;;;;3;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem70;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;5;;;;;;;;;2;;3;;;;;;;;;;;;;;;;;2;;;;;;
Tur_F_fem71;;;;;6;;;;;;6;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;
Tur_F_fem72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;5;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;5;;;;;;;;
Tur_F_fem73;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;1;;;;;;;;;1;;;;;2;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem74;;;6;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;
Tur_F_fem75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;
Tur_F_fem76;;;;;;;;;;;;;4;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;4;;;;;;;;;;;5;;;;;;;;;;;;
Tur_F_fem77;;;3;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;
Tur_F_fem78;;;;;;;;;;;;;;;;;;5;1;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem79;;;;;;1;;;;;;;;7;;;;;;;;;;;;;2;;;;;;;;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem80;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;2;;;;;;;;;;;3;;;;4;;;;;;;;;;;
Tur_F_fem81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;3;;;;;3;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;
Tur_F_fem82;;;;;;;;;;;;3;;7;;;;;2;;;;;;;;;;;;;;;;;;;;;;;3;7;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;2;;;;;;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem84;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;
Tur_F_fem85;;4;2;;;;;5;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;
Tur_F_fem86;;;;;;2;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;
Tur_F_fem87;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem88;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;1;;;;;;;;;5;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;
Tur_F_fem89;;;;;;;;;;;4;1;;;;;;;;;;;;;;;;;;1;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;1;;;;;;;;;;;;;;;;
Tur_F_fem90;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;3;;;;;2;;;;;;;;;;;;;;;4;;;;;;;;;;6;;;5;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem91;;;;;;;5;;;;;;;7;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;4;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem92;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;1;;;;;;
Tur_F_fem93;;;;;;;;;;;;;;6;;;;;4;;;;;;;;;;5;;;;;;;;;5;3;;;4;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem94;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;2;;;6;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;
Tur_F_fem95;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;3;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;5;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;3;;;;;;;;;;;
Tur_F_fem97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem98;;;;;;;;;;;;;;;;;;4;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;5;;2;;;;;;;;;;;;;;;5;4;;;;;;;;;;
Tur_F_fem99;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;5;;;;;;
Tur_F_fem100;;;;;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;
Tur_F_fem101;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem102;;;;;;;;;1;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
Tur_F_fem103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;4;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;5;;;;;;
Tur_F_fem104;;;;;;;;;;;;;1;;;;;5;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;7;;;;;;;;
Tur_F_fem105;;;;;5;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;5;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem107;;;;3;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;2;;;;
Tur_F_fem108;;;;;;;;;;;6;6;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;4;;;;;;;;;;;;;4;;;;;;;;;;;;
Tur_F_fem109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;5;;;;;;;;;;;;;
Tur_F_fem110;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;3;;;;;;;;;;;;;;;;;;;;;;5;;;;;;4;;;;;;;;;;;;;;;;5;;;;;;;;;
Tur_F_fem111;;;;;;;;;;;;3;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;5;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;
Tur_F_fem112;;;;;;;;;;;4;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem113;;;;;3;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;6;;;;;;;
Tur_F_fem114;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;5;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;4;4
Tur_F_fem115;;;;;;;;2;;4;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;2;;;;;;;;;;;;3;;
Tur_F_fem116;;;;;;1;;;;1;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;
Tur_F_fem117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;2;;;;;;;;;;5;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem118;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;1;;;;;;;;;;
Tur_F_fem119;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;5;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem121;;;;;;;;;;;5;;;;;;;5;;;;4;;;;;;3;;;;;;;;;;;;;;;6;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tur_F_fem122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;7;3;;;;;;;;;;;;;;;;;;;
Tur_F_fem123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;5;;;;;;;;;;;;;;;;4;;;;;;
Tur_F_fem124;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
