Culture_Year;Sex;ID;L_skin;L_iris;a_iris;b_iris;L_sclera;a_sclera;b_sclera;Age;Attr;SexT;Nat;Group;LOCAL_DIST;SexTypMeas;Asym
Cameroon_2016;F;134F;49,217;11,521;6,5507;3,3063;63,2281;5,335;11,6028;14;3,693877551;4,436170213;CMR;Cameroon_2016 F;0,053718662;0,810992038;0,105453956
Cameroon_2016;F;135F;44,194;10,5554;4,2327;-0,3108;60,9357;7,7413;17,9193;21;3,12244898;4,223404255;CMR;Cameroon_2016 F;0,063998604;-1,985168011;0,121364664
Cameroon_2016;F;136F;42,472;10,2244;5,52;1,6807;51,7763;7,2764;15,626;25;2,93877551;4,542553191;CMR;Cameroon_2016 F;0,06186456;-1,823163799;0,066031182
Cameroon_2016;F;143F;39,805;10,8592;4,9689;1,5152;54,6938;4,8674;16,0507;21;3,326530612;4,893617021;CMR;Cameroon_2016 F;0,052562337;0,500226374;0,065535744
Cameroon_2016;F;144F;50,897;15,2476;6,222;3,385;65,8211;6,4245;20,9561;20;2,836734694;4,606382979;CMR;Cameroon_2016 F;0,043969702;0,5549363;0,076421113
Cameroon_2016;F;145F;44,228;11,6197;4,8537;1,5364;61,179;4,0856;20,1474;19;2,714285714;3,978723404;CMR;Cameroon_2016 F;0,051244485;0,109981526;0,092211796
Cameroon_2016;F;146F;52,079;14,5158;7,2311;4,8539;61,1129;9,0158;16,9056;21;3,612244898;5,510638298;CMR;Cameroon_2016 F;0,065115364;-0,278736576;0,077404907
Cameroon_2016;F;147F;38,003;13,9901;5,5375;1,9639;60,7459;6,0342;17,2054;24;3,306122449;4,457446809;CMR;Cameroon_2016 F;0,047254568;0,888917879;0,072228066
Cameroon_2016;F;148F;43,677;13,3507;4,4971;0,3854;59,6874;3,5952;18,1988;23;2,673469388;4,276595745;CMR;Cameroon_2016 F;0,050619188;-1,717971386;0,073795796
Cameroon_2016;F;167F;40,003;10,8082;5,6495;3,1571;61,9264;4,683;17,9513;21;3,530612245;4,936170213;CMR;Cameroon_2016 F;0,05460994;-1,680175506;0,102593321
Cameroon_2016;F;168F;35,039;9,3658;4,3904;1,7071;61,9258;5,7687;19,2551;21;2,816326531;4,106382979;CMR;Cameroon_2016 F;0,047413908;-0,501631484;0,082466773
Cameroon_2016;F;169F;48,433;11,9299;7,481;4,7399;55,6088;6,3857;17,8474;21;2,795918367;4,287234043;CMR;Cameroon_2016 F;0,070596139;-2,056093525;0,075105864
Cameroon_2016;F;170F;46,789;12,6113;5,2645;3,1389;61,1971;7,2481;21,9823;27;2,408163265;4,393617021;CMR;Cameroon_2016 F;0,065139089;-0,017227279;0,099999477
Cameroon_2016;F;171F;54,35;14,5113;6,3215;5,2233;59,7731;5,8149;19,6256;21;3,244897959;4,595744681;CMR;Cameroon_2016 F;0,053658724;0,36815362;0,063357396
Cameroon_2016;F;172F;52,191;10,74;5,2064;1,6857;57,0377;5,5407;18,4352;30;3,755102041;5,20212766;CMR;Cameroon_2016 F;0,060382007;0,515900598;0,069594147
Cameroon_2016;F;173F;48,323;12,7909;5,8505;3,6107;46,6732;6,6801;16,4742;30;2,87755102;4,553191489;CMR;Cameroon_2016 F;0,060649918;-0,533019836;0,066943701
Cameroon_2016;F;174F;41,371;13,2248;5,9428;3,7942;55,7685;8,4728;25,2422;44;1,87755102;3,585106383;CMR;Cameroon_2016 F;0,080832686;-0,589002835;0,06594832
Cameroon_2016;F;175F;45,305;14,9224;7,8513;4,4545;65,6387;4,7992;12,3277;22;3,979591837;5,404255319;CMR;Cameroon_2016 F;0,05891725;-0,016426265;0,069455066
Cameroon_2016;F;176F;38,912;8,9763;5,1081;2,0487;64,688;5,9858;12,9534;23;3,142857143;3,212765957;CMR;Cameroon_2016 F;0,077563416;-0,235944669;0,093898737
Cameroon_2016;F;185F;57,367;17,0906;7,6525;6,5914;64,9748;3,6987;13,1805;20;3,448979592;4,691489362;CMR;Cameroon_2016 F;0,07542877;-0,382521027;0,07345247
Cameroon_2016;F;194F;48,206;9,4002;3,8727;1,223;57,9859;0,0182;16,3964;39;1,87755102;2,414893617;CMR;Cameroon_2016 F;0,053845114;-1,87909542;0,079602999
Cameroon_2016;F;195F;39,883;10,6572;3,2279;0,5221;56,1333;4,4999;15,6735;24;2,857142857;4,361702128;CMR;Cameroon_2016 F;0,050085473;0,459024779;0,070017198
Cameroon_2016;F;196F;43,882;11,5406;3,6408;2,7674;60,7411;4,1417;18,1723;19;3,551020408;5,14893617;CMR;Cameroon_2016 F;0,047961012;-0,68326482;0,065383882
Cameroon_2016;F;197F;43,313;13,002;4,4388;2,9641;67,4924;4,0148;17,9067;18;2,306122449;4,053191489;CMR;Cameroon_2016 F;0,086203424;1,50357251;0,079865973
Cameroon_2016;F;198F;33,609;12,0589;4,5904;2,4149;59,3217;6,6538;20,2931;25;2,224489796;3,234042553;CMR;Cameroon_2016 F;0,05728253;-1,522274661;0,073802006
Cameroon_2016;F;199F;43,006;14,5587;7,0446;5,0933;61,0662;2,8077;14,923;20;3;4,340425532;CMR;Cameroon_2016 F;0,081233417;-2,215036223;0,073669417
Cameroon_2016;F;200F;55,349;12,5077;5,119;1,5899;53,6391;8,2083;24,2271;25;4,530612245;6,021276596;CMR;Cameroon_2016 F;0,031755056;-0,539788562;0,07137085
Cameroon_2016;F;201F;51,341;12,3164;4,4393;2,0966;62,0671;2,4185;17,4377;22;5,244897959;6,382978723;CMR;Cameroon_2016 F;0,048453022;-0,135671228;0,122501338
Cameroon_2016;M;107M;35,461;10,3005;5,3099;1,4824;46,1747;13,8293;15,6285;28;2,37254902;6,053191489;CMR;Cameroon_2016 M;0,056064505;0,192944596;0,074086656
Cameroon_2016;M;108M;43,543;14,0459;9,385;5,9831;59,7706;11,8862;23,6843;24;2,156862745;6,255319149;CMR;Cameroon_2016 M;0,058876271;0,610625114;0,07453185
Cameroon_2016;M;109M;37,865;13,3538;6,9375;2,5028;54,0855;11,4484;23,8093;22;3,235294118;5,542553191;CMR;Cameroon_2016 M;0,043329731;-0,708577879;0,064021155
Cameroon_2016;M;110M;48,123;16,4914;7,9331;3,8816;62,9911;9,0344;17,2825;19;5,235294118;5;CMR;Cameroon_2016 M;0,060135253;1,219332345;0,084549203
Cameroon_2016;M;111M;46,203;16,4878;7,3305;1,9905;66,5656;7,8134;16,5134;20;3,039215686;4,691489362;CMR;Cameroon_2016 M;0,046684927;-0,53885389;0,065481368
Cameroon_2016;M;112M;46,992;12,6689;7,2628;1,8849;62,4413;5,7255;14,224;27;2,882352941;6,095744681;CMR;Cameroon_2016 M;0,050154104;-0,014441777;0,06759209
Cameroon_2016;M;119M;38,801;12,0438;7,6147;0,3799;51,9855;13,8106;18,2846;23;3,156862745;5,85106383;CMR;Cameroon_2016 M;0,057836406;-0,428857709;0,068426828
Cameroon_2016;M;120M;40,076;15,4095;8,3435;4,0761;63,2827;5,7239;15,3357;27;3,705882353;5,255319149;CMR;Cameroon_2016 M;0,067103176;-0,147241796;0,068197035
Cameroon_2016;M;121M;41,483;17,0007;8,4516;4,508;60,8683;9,4691;19,3087;23;4,529411765;5,29787234;CMR;Cameroon_2016 M;0,044922385;-1,008140416;0,073244267
Cameroon_2016;M;122M;39,052;13,6899;8,3676;3,8843;66,2111;7,7171;14,0828;19;3,196078431;5,074468085;CMR;Cameroon_2016 M;0,04553895;-0,272679406;0,073322567
Cameroon_2016;M;123M;35,797;9,6284;5,4884;2,362;57,661;7,9687;21,6136;27;3,352941176;5,787234043;CMR;Cameroon_2016 M;0,052479928;0,950367608;0,076329214
Cameroon_2016;M;124M;31,22;13,0389;5,5915;0,4277;50,3627;9,9397;19,2377;19;2,098039216;5,095744681;CMR;Cameroon_2016 M;0,079843236;-2,483886758;0,06613688
Cameroon_2016;M;137M;34,046;14,2219;9,9556;5,2162;60,9348;10,3195;24,5219;23;2,117647059;6,234042553;CMR;Cameroon_2016 M;0,062376546;0,777521464;0,063537296
Cameroon_2016;M;138M;35,841;15,6224;7,4298;5,0541;62,5188;7,5767;19,2358;20;3,37254902;5,712765957;CMR;Cameroon_2016 M;0,047913723;0,33039115;0,064461397
Cameroon_2016;M;139M;43,127;13,5776;5,2415;2,9438;58,6064;8,8779;26,3866;21;4,098039216;6,031914894;CMR;Cameroon_2016 M;0,084761556;-1,052739077;0,066056573
Cameroon_2016;M;140M;46,617;17,8389;8,4648;6,7022;57,1259;7,4623;14,9769;22;4,137254902;5,191489362;CMR;Cameroon_2016 M;0,034010443;0,404179305;0,075557141
Cameroon_2016;M;141M;43,888;11,0593;6,27;2,514;48,6854;7,7138;21,9884;25;2,254901961;5,510638298;CMR;Cameroon_2016 M;0,057836298;1,376376459;0,07321539
Cameroon_2016;M;142M;41,997;11,0138;5,2989;1,8036;50,8031;9,2076;15,7755;20;3,215686275;4,595744681;CMR;Cameroon_2016 M;0,07069512;-2,325492268;0,08626321
Cameroon_2016;M;149M;39,897;14,3185;6,0676;4,718;56,3298;7,4369;22,7292;27;2,411764706;3,553191489;CMR;Cameroon_2016 M;0,055458398;-0,564313054;0,113239845
Cameroon_2016;M;150M;43,7;12,9894;5,783;2,5531;63,9007;8,548;19,1607;23;3,274509804;5,723404255;CMR;Cameroon_2016 M;0,092390035;0,52057157;0,079525852
Cameroon_2016;M;151M;43,869;14,0444;5,6944;1,7582;61,1832;11,2096;19,7471;23;2,705882353;5,106382979;CMR;Cameroon_2016 M;0,057107099;0,218917684;0,082137945
Cameroon_2016;M;152M;37,853;13,6957;4,0373;2,5705;58,6425;8,6235;20,167;21;2,196078431;4,872340426;CMR;Cameroon_2016 M;0,060232703;-0,026099612;0,083652255
Cameroon_2016;M;153M;45,34;10,2284;5,6439;2,7319;63,1123;9,7596;17,1965;20;2,529411765;5,425531915;CMR;Cameroon_2016 M;0,063358982;1,221149531;0,081320666
Cameroon_2016;M;154M;37,923;14,5199;7,4567;6,9767;58,1118;9,3549;19,4442;20;3,294117647;5,138297872;CMR;Cameroon_2016 M;0,082321118;1,421676689;0,069582537
Cameroon_2016;M;155M;35,88;12,0777;6,809;3,3539;62,5237;8,1401;18,7006;23;3,411764706;5,925531915;CMR;Cameroon_2016 M;0,06528321;-0,453016535;0,0923172
Cameroon_2016;M;156M;36,589;18,128;8,1264;5,5786;55,7813;7,1191;19,8908;20;3,705882353;6,29787234;CMR;Cameroon_2016 M;0,058127979;0,337114433;0,104089
Cameroon_2016;M;157M;42,418;14,001;4,8591;1,2555;64,0524;8,6138;18,6111;18;2,941176471;6,085106383;CMR;Cameroon_2016 M;0,065509463;-0,340532328;0,092134701
Cameroon_2016;M;159M;48,987;14,4767;4,0981;0,452;64,8922;6,7247;15,6327;18;4,647058824;3,829787234;CMR;Cameroon_2016 M;0,03880202;0,194150416;0,109251472
Cameroon_2016;M;160M;39,222;11,3557;4,1583;1,5104;57,5935;7,5549;17,0312;23;3,549019608;5,904255319;CMR;Cameroon_2016 M;0,048301852;0,872786292;0,085944487
Cameroon_2016;M;161M;44,734;15,1505;8,5499;6,8257;60,2148;7,7422;18,8528;22;4,666666667;5,404255319;CMR;Cameroon_2016 M;0,066591122;-1,501669846;0,126327636
Cameroon_2016;M;162M;50,812;9,5228;5,4216;1,85;59,9704;5,4121;17,2879;21;3,882352941;5;CMR;Cameroon_2016 M;0,06098878;0,876582027;0,069451966
Cameroon_2016;M;163M;37,218;8,8411;5,8806;3,1622;58,6148;5,8779;22,7782;21;2,470588235;5,191489362;CMR;Cameroon_2016 M;0,049068659;0,626384442;0,076365445
Cameroon_2016;M;164M;35,505;16,2016;9,6119;9,0508;57,9197;10,8004;23,2407;24;2,725490196;6,010638298;CMR;Cameroon_2016 M;0,057489246;-0,164400079;0,068363838
Cameroon_2016;M;165M;38,209;10,8478;5,2637;2,5202;47,7664;10,2021;26,1858;23;2,509803922;6,340425532;CMR;Cameroon_2016 M;0,075360004;0,20424516;0,092882546
Cameroon_2016;M;166M;39,785;11,2605;7,2502;4,3914;67,2942;6,6698;16,9275;20;4,31372549;5,5;CMR;Cameroon_2016 M;0,060453898;-1,233225964;0,102509062
Cameroon_2016;M;179M;42,431;12,539;6,0682;2,3292;61,4437;8,7902;19,6281;20;2,843137255;4,723404255;CMR;Cameroon_2016 M;0,067086541;0,484469312;0,096731496
Cameroon_2016;M;180M;34,411;13,1838;4,5495;2,2022;53,6007;13,6949;27,5805;24;2,470588235;6,191489362;CMR;Cameroon_2016 M;0,061355866;0,718142414;0,118448868
Cameroon_2016;M;181M;35,728;12,2659;5,4205;2,6737;53,07;9,2802;22,1773;23;2,960784314;5,829787234;CMR;Cameroon_2016 M;0,047787217;0,333020344;0,07019536
Cameroon_2016;M;182M;50,072;12,7827;6,5825;4,4326;63,9165;7,7528;19,1523;23;2,078431373;5,255319149;CMR;Cameroon_2016 M;0,042122282;0,319612286;0,073341983
Cameroon_2016;M;183M;32,779;11,9579;6,3995;5,0643;48,2083;10,6554;25,4885;27;3,352941176;6,170212766;CMR;Cameroon_2016 M;0,035974214;-0,265290866;0,090694359
Cameroon_2016;M;184M;42,583;11,2135;4,597;0,6199;55,9586;8,8549;24,4903;22;2,607843137;5,404255319;CMR;Cameroon_2016 M;0,060140277;0,302068141;0,091460172
Cameroon_2016;M;186M;33,904;11,0197;3,1872;0,5834;59,3926;4,3705;20,6909;22;3,549019608;4,787234043;CMR;Cameroon_2016 M;0,035970858;0,125120896;0,100237288
Cameroon_2016;M;187M;34,705;12,5529;3,8315;1,396;58,1376;5,4645;21,791;20;2,725490196;5,659574468;CMR;Cameroon_2016 M;0,048454209;-0,581156063;0,084040885
Cameroon_2016;M;188M;34,432;14,8696;8,1682;6,3492;62,2643;8,0663;24,9032;18;2,745098039;5,180851064;CMR;Cameroon_2016 M;0,033911679;0,134192927;0,068760471
Cameroon_2016;M;189M;34,85;10,2477;3,6345;1,1529;54,9363;7,277;19,6965;17;3,529411765;4,978723404;CMR;Cameroon_2016 M;0,054738186;0,727450855;0,110614488
Cameroon_2016;M;190M;35,378;12,6384;4,2648;1,4844;60,486;4,4608;17,5757;20;2,980392157;5,010638298;CMR;Cameroon_2016 M;0,044649658;0,752463416;0,105932785
Cameroon_2016;M;191M;34,525;13,8151;3,8611;2,2513;57,5224;8,881;23,6949;18;2,941176471;4,946808511;CMR;Cameroon_2016 M;0,084347713;-1,554517559;0,068869599
Cameroon_2016;M;192M;57,161;17,5079;8,0173;8,1951;67,6594;4,2847;21,0448;30;2,509803922;5,521276596;CMR;Cameroon_2016 M;0,050217158;0,77020214;0,066990052
Cameroon_2016;M;193M;44,871;13,2327;6,3923;5,3989;64,7598;6,196;17,5946;18;3,058823529;5,234042553;CMR;Cameroon_2016 M;0,053869424;-0,798940806;0,07363479
Colombia;F;M023;68,364;25,0773;4,9911;6,7423;77,1694;2,1545;13,0908;20,3;2,761904762;3,915662651;Col;Colombia F;0,071652299;-0,602450155;0,074165709
Colombia;F;M026;69,205;29,3646;8,9465;18,2427;63,4829;1,6583;17,7227;25,6;2,666666667;3,212765957;Col;Colombia F;0,034236087;0,597783807;0,065594047
Colombia;F;M044;68,948;16,4683;8,2979;10,5481;56,9221;-1,3064;5,2156;22,2;4,072289157;4,978021978;Col;Colombia F;0,053685621;0,452575615;0,075498076
Colombia;F;M046;67,017;20,8345;12,0863;17,2558;60,322;7,3224;11,0867;22,1;1,978021978;4,894736842;Col;Colombia F;0,052645947;-0,641430473;0,068067593
Colombia;F;M051;67,85;14,4429;7,6299;11,2047;55,0684;1,8128;10,6534;19,2;2,858695652;4,313253012;Col;Colombia F;0,051335682;0,518273875;0,062837449
Colombia;F;M053;67,917;17,2946;10,1539;13,3959;61,1651;-0,0473;8,2754;19,4;3,516483516;4,432989691;Col;Colombia F;0,050353955;-1,45957193;0,065462422
Colombia;F;M058;68,059;22,689;10,1324;19,9012;58,8553;4,0493;5,3526;19,3;3,75;5,075;Col;Colombia F;0,048334034;-0,795806912;0,073561469
Colombia;F;M070;71,163;22,2565;11,1399;19,8034;58,6307;5,106;6,9248;19,2;3,617021277;4,730769231;Col;Colombia F;0,045022289;-0,214073894;0,068073061
Colombia;F;M071;60,369;10,4328;7,0144;6,8677;51,1022;2,8854;7,0263;19,5;3,043956044;3,416666667;Col;Colombia F;0,053805578;-1,159392093;0,072644548
Colombia;F;M073;62,451;18,9282;9,3327;16,9255;57,8981;0,5464;5,265;18;3,311111111;4,144578313;Col;Colombia F;0,041924476;-0,026321804;0,064920196
Colombia;F;M075;67,734;17,0654;6,7181;9,2628;66,7677;0,0127;10,6927;21,4;2,2;2,892857143;Col;Colombia F;0,055825266;1,317260285;0,067310874
Colombia;F;M076;67,827;23,4068;11,571;21,9865;63,3602;1,5171;11,5655;21,8;2,523809524;3,548780488;Col;Colombia F;0,047953912;0,506231607;0,078664748
Colombia;F;M077;74,067;20,727;7,2992;11,2085;69,2245;3,4129;6,199;19,4;3,142857143;4,613333333;Col;Colombia F;0,066388365;-1,026619014;0,07545879
Colombia;F;M079;70,353;29,9488;4,5062;23,5973;63,5279;3,3002;9,9012;19;4,075268817;5,563218391;Col;Colombia F;0,079969913;0,343608285;0,068413859
Colombia;F;M082;65,066;25,8368;7,7059;22,1502;55,1455;4,9159;7,6856;18,5;3,675324675;4,345679012;Col;Colombia F;0,049424556;0,000313963;0,090485126
Colombia;F;M087;69,446;16,0941;8,0552;9,0961;60,8969;3,0255;7,372;18;3,055555556;3,971830986;Col;Colombia F;0,031515226;-0,380521916;0,071080087
Colombia;F;M088;60,194;17,2076;10,513;17,0654;51,4816;2,0713;8,048;22,1;2,843373494;3,820224719;Col;Colombia F;0,081413911;-1,319475628;0,083328695
Colombia;F;M091;71,485;24,229;8,9454;20,6861;65,6895;-1,0806;8,2861;18,4;3,5625;4,659090909;Col;Colombia F;0,034185353;0,217439054;0,07900989
Colombia;F;M092;57,411;15,2406;7,8657;13,8583;51,962;2,3679;9,9914;19;2,936708861;3,766233766;Col;Colombia F;0,037474372;-0,770884514;0,069497513
Colombia;F;M093;65,496;12,6843;5,0727;5,2373;58,9912;1,0825;4,7363;19,1;3;4,108695652;Col;Colombia F;0,053241979;0,47050449;0,064312564
Colombia;F;M095;64,94;11,6367;4,9083;5,521;56,4342;0,6285;7,1098;18,8;3,078651685;4,835616438;Col;Colombia F;0,061006816;0,375176732;0,067344809
Colombia;F;M096;67,281;11,9925;6,8081;7,419;57,0546;1,2282;4,3249;21;3,505747126;4,310344828;Col;Colombia F;0,029396177;-0,468938022;0,082906809
Colombia;F;M097;67,852;19,479;10,6994;15,2609;61,023;1,1682;6,41;19,2;3,126582278;4,346938776;Col;Colombia F;0,034477464;-0,652054261;0,075616185
Colombia;F;M099;67,631;20,8735;9,8534;20,9493;53,6862;2,306;3,7421;19,2;3,079207921;4,3625;Col;Colombia F;0,052203735;-0,461167676;0,077532491
Colombia;F;M100;66,891;17,3343;8,2885;10,4848;58,5537;0,4031;6,9773;19;3,896551724;5,055555556;Col;Colombia F;0,053623269;-1,060734997;0,075988892
Colombia;F;M105;70,231;38,2252;-3,7603;4,1008;59,6757;1,3225;6,6577;25;4,640449438;5,174311927;Col;Colombia F;0,042168432;0,674665043;0,066580543
Colombia;F;M106;66,171;32,2156;-1,3848;13,0838;55,2514;2,6899;8,9914;18,6;4,076923077;5,343434343;Col;Colombia F;0,058245719;0,853372979;0,062917648
Colombia;F;M109;72,496;16,4821;8,7264;11,467;56,2157;3,7724;4,129;18;3,709677419;5,32183908;Col;Colombia F;0,063014199;1,440224733;0,06941443
Colombia;F;M112;70,77;39,0051;-2,6546;5,7016;61,7871;1,9927;7,1988;20,4;4,488095238;5,807228916;Col;Colombia F;0,069180598;1,882758305;0,069744524
Colombia;F;M114;65,579;30,6274;12,065;23,8764;64,9673;3,8781;5,664;18,9;3,082474227;4,097222222;Col;Colombia F;0,04644396;-0,57769776;0,065930117
Colombia;F;M115;66,625;18,5806;10,2667;13,8633;59,6824;3,1442;13,6718;23,4;3,273972603;4,370786517;Col;Colombia F;0,034220232;-0,526665315;0,094792704
Colombia;F;M120;71,242;25,757;11,3682;17,7312;66,3074;-0,3183;10,4664;19,4;3,205479452;4,095890411;Col;Colombia F;0,038368712;-0,401603533;0,067151651
Colombia;F;M121;60,987;28,1919;6,9484;28,036;56,0103;0,7824;6,9659;22,5;3,626262626;4,304878049;Col;Colombia F;0,065043209;0,850639085;0,061355205
Colombia;F;M122;71,848;19,4295;10,1521;15,0895;58,1581;3,1786;5,5504;26,8;3,892857143;5,370786517;Col;Colombia F;0,037093825;0,284100483;0,068855077
Colombia;F;M125;69,995;26,0863;12,039;18,9837;64,3292;2,1807;9,6573;18,8;2,75;4,231578947;Col;Colombia F;0,060189461;1,65508306;0,080587192
Colombia;F;M132;67,078;21,0138;10,7067;13,0784;59,1671;3,1377;6,1188;19,2;4,411764706;5,302631579;Col;Colombia F;0,036422771;0,087462175;0,067858914
Colombia;F;M133;70,747;32,0172;-0,0251;16,3056;56,7559;2,0182;4,1068;21,6;4,175;5,797752809;Col;Colombia F;0,059982533;1,162964708;0,073560028
Colombia;F;M136;70,855;18,374;8,0154;10,8641;62,6329;5,79;12,3751;23,9;2,684931507;3,474358974;Col;Colombia F;0,049854098;-0,134318414;0,070384678
Colombia;F;M139;71,189;20,3427;10,4727;14,4223;59,2258;2,9342;7,2941;23;3,134146341;3,845238095;Col;Colombia F;0,055482201;0,031931817;0,072985883
Colombia;F;M140;69,457;24,9371;10,3598;20,0683;61,9489;0,494;5,8858;18,3;2,533333333;3,586206897;Col;Colombia F;0,072173478;-0,264671075;0,069791551
Colombia;F;M141;71,03;18,0923;8,9594;12,1821;56,6698;3,7093;11,7239;19,9;2,673913043;3,554216867;Col;Colombia F;0,049469297;-0,311921535;0,076459031
Colombia;F;M142;68,144;19,3038;9,4959;17,5013;56,9963;1,3773;8,7822;25,8;2,693069307;3,493670886;Col;Colombia F;0,052249717;-0,561229111;0,060848398
Colombia;F;M143;69,188;22,5147;11,918;18,4142;61,1684;0,295;8,3344;22,6;2,734042553;3,869047619;Col;Colombia F;0,047403118;1,202744939;0,07083001
Colombia;F;M150;68,917;17,741;7,2702;5,8696;60,2962;2,8555;9,0598;22;3,506024096;4,715909091;Col;Colombia F;0,046668629;0,148818068;0,073604339
Colombia;F;M154;64,606;21,1599;8,8837;20,9308;53,6892;2,4498;5,4645;19;2,494505495;3,243902439;Col;Colombia F;0,049660502;-0,519874654;0,094942455
Colombia;F;M156;57,422;18,6351;9,4379;18,0948;49,1274;1,3466;4,7698;19,1;5,11627907;6,05;Col;Colombia F;0,078061089;1,871916995;0,078383194
Colombia;F;M157;63,16;17,352;9,7297;16,5533;56,9835;0,7075;2,9847;20,4;3,156626506;4,511363636;Col;Colombia F;0,056605757;-1,125616578;0,069885828
Colombia;F;M158;67,992;28,64;7,3713;23,4924;61,3295;4,7389;9,6357;18;2,78313253;3,43902439;Col;Colombia F;0,079051007;0,286433328;0,065512553
Colombia;F;M163;59,41;13,2479;8,8881;12,071;53,3499;0,5181;11,4294;20;2,746666667;3,141304348;Col;Colombia F;0,03825787;0,769539306;0,066918502
Colombia;F;M166;71,694;21,875;9,0043;13,8406;62,8659;-1,4261;11,7487;19;3,041666667;4,516129032;Col;Colombia F;0,065097647;1,489782202;0,065648589
Colombia;F;M168;67,583;27,3601;6,1044;16,5243;64,1603;4,0619;11,3821;20,6;2,925;3,853932584;Col;Colombia F;0,052007186;-0,892447266;0,102699838
Colombia;F;M169;74,342;24,3091;12,1218;22,1919;65,101;3,3318;14,163;20;2,645833333;3,647058824;Col;Colombia F;0,076506145;1,603851455;0,069988702
Colombia;F;M171;68,749;19,2781;9,163;16,2826;57,1597;0,084;10,1157;23,4;2,898734177;4,222222222;Col;Colombia F;0,04592812;0,205099681;0,063600276
Colombia;F;M176;71,311;30,0029;8,021;22,4692;65,8074;3,5335;3,4908;22,1;2,550561798;2,930232558;Col;Colombia F;0,059030953;-1,70744777;0,071538949
Colombia;F;M177;65,538;18,5206;9,7133;18,101;50,3999;3,869;13,2909;25,8;2,464285714;2,964705882;Col;Colombia F;0,05787493;-1,185610677;0,077763862
Colombia;F;M181;65,542;15,1872;8,5547;9,359;58,3148;4,5581;11,6225;33,1;3,023255814;4,161290323;Col;Colombia F;0,062685248;1,047324074;0,063658954
Colombia;F;M182;69,927;22,0553;12,5194;18,8576;59,8177;2,0523;11,9235;18,3;2,811764706;4,689655172;Col;Colombia F;0,045139582;0,438760651;0,061584389
Colombia;F;M184;67,092;33,0608;9,1802;21,4758;73,3901;2,094;3,7366;19;3,168674699;3,973684211;Col;Colombia F;0,066754061;-1,874330234;0,076139847
Colombia;F;M186;56,349;8,3628;5,3697;5,3202;52,045;2,7321;7,1708;18,7;2,710526316;3,841121495;Col;Colombia F;0,048559663;0,023998623;0,073059462
Colombia;F;M190;66,827;18,6724;9,2387;18,2182;52,1517;1,4983;3,1106;19,6;3,670454545;4,611111111;Col;Colombia F;0,044356148;-1,325813384;0,068251762
Colombia;F;M192;70,932;22,3123;11,3191;17,182;65,4849;4,1231;6,8135;26,4;2,804878049;3,858695652;Col;Colombia F;0,047338376;0,872454006;0,076680951
Colombia;F;M194;60,903;25,4178;3,253;24,0907;48,9698;4,1088;3,7293;21,5;3,908045977;5,511363636;Col;Colombia F;0,038949026;-0,022986511;0,109349695
Colombia;F;M195;64,028;14,632;7,174;10,2023;50,5962;3,576;2,3351;17,9;4,098591549;5,395604396;Col;Colombia F;0,043866855;1,095400296;0,063460926
Colombia;F;M197;63,723;21,8198;10,9187;15,0544;62,4225;1,8397;4,013;19,9;2,710526316;3,097826087;Col;Colombia F;0,049798885;-1,285303543;0,066050907
Colombia;F;M199;74,339;28,9429;11,8012;24,1679;61,4973;4,8862;8,4474;19;3,918604651;5,109756098;Col;Colombia F;0,05023685;0,487731444;0,063809355
Colombia;F;M204;67,443;18,4349;9,5177;12,1122;62,5578;-0,3965;6,6285;19;3,465116279;4,456521739;Col;Colombia F;0,061863919;0,858711896;0,077451998
Colombia;M;H038;52,359;9,5282;5,253;5,7681;46,7732;6,4776;10,6281;20,9;2,932038835;4,646464646;Col;Colombia M;0,065074153;-1,620939304;0,070786221
Colombia;M;H039;59,425;17,7378;9,096;14,7077;53,285;6,9546;7,8435;21,3;2,144444444;4,907563025;Col;Colombia M;0,052437133;0,646590722;0,074823428
Colombia;M;H040;63,965;23,0122;7,7342;22,3318;44,2666;6,555;9,0107;21,8;2,284313725;3,838095238;Col;Colombia M;0,061543431;-1,061047925;0,073709394
Colombia;M;H041;65,431;15,3765;6,8513;7,5118;56,3174;2,7723;9,6629;19,1;2,088235294;4,375;Col;Colombia M;0,057741367;0,541025029;0,062436286
Colombia;M;H042;63,776;20,7405;10,3376;16,1906;55,4311;3,0309;9,4028;20;2,479591837;4,081967213;Col;Colombia M;0,042416027;-0,634028263;0,062179021
Colombia;M;H043;68,234;16,7018;6,5639;8,7449;56,0354;5,07;14,0925;21,3;2,652173913;4,382978723;Col;Colombia M;0,050211893;-1,102292743;0,077726333
Colombia;M;H047;61,635;32,9584;10,0406;26,2173;63,61;1,7088;8,2869;19;2,762295082;4,274336283;Col;Colombia M;0,066753492;0,863022488;0,068302784
Colombia;M;H048;58,451;20,7276;10,7213;21,1674;54,2022;3,1593;9,7127;18,4;2,203703704;3,871287129;Col;Colombia M;0,073861951;-0,230885368;0,072003548
Colombia;M;H049;65,369;18,4008;9,5943;13,4713;50,4966;1,1951;12,3761;23,9;1,98989899;4,302752294;Col;Colombia M;0,081085146;-1,994674795;0,068924876
Colombia;M;H050;58,899;14,5659;7,0821;10,3246;50,1582;3,9859;9,4701;18,3;2,009090909;2,715447154;Col;Colombia M;0,053347317;-0,36156742;0,071756055
