Culture_Year;Sex;ID;L_skin;L_iris;a_iris;b_iris;L_sclera;a_sclera;b_sclera;Age;Attr;SexT;Nat;Group;LOCAL_DIST;SexTypMeas;Asym
Colombia;M;H051;61,852;11,2718;7,565;9,4188;46,056;2,6622;6,2424;20,6;2,756302521;3,290322581;Col;Colombia M;0,039955185;-0,519994147;0,071008809
Colombia;M;H052;61,51;16,8102;7,0789;7,9287;57,8765;2,002;7,1917;18,7;2,351351351;4,053097345;Col;Colombia M;0,087359621;-0,78431643;0,06490997
Colombia;M;H053;53,52;15,0166;9,2896;12,5122;48,3484;5,2511;8,4187;18,6;2,505376344;4,75257732;Col;Colombia M;0,064639538;0,967508034;0,070698878
Colombia;M;H054;62,289;22,3503;8,814;19,0913;54,0849;1,9914;9,8201;20,5;3,157407407;4,819672131;Col;Colombia M;0,042768872;-0,720519869;0,078584837
Colombia;M;H056;56,229;10,4017;6,1027;7,4414;48,4643;6,2491;6,0502;18;2,87755102;4,476635514;Col;Colombia M;0,059389615;1,122882474;0,095993236
Colombia;M;H058;56,262;18,1338;10,6959;18,8867;47,6618;5,2735;12,5225;18,8;3,703389831;5,254716981;Col;Colombia M;0,065230773;-0,774132616;0,066079298
Colombia;M;H059;57,695;15,7561;6,3869;8,4318;52,1178;6,5296;13,2538;18,6;2,096;3,756302521;Col;Colombia M;0,069856329;0,687234357;0,066043549
Colombia;M;H061;54,592;16,4093;8,1051;10,926;56,2751;3,7476;10,9997;19;2,605769231;4,362068966;Col;Colombia M;0,032354011;-0,065885939;0,081797302
Colombia;M;H062;61,905;17,1872;8,6448;12,0864;55,3179;-0,1612;9,301;20,3;2,791666667;4,309734513;Col;Colombia M;0,037560553;0,064717839;0,070994729
Colombia;M;H063;62,666;20,8757;8,7122;13,4399;57,383;4,2831;10,0743;18,8;2,264150943;4,0625;Col;Colombia M;0,041922214;0,199635296;0,069644668
Colombia;M;H064;63,914;28,5686;4,4082;21,877;55,2949;3,7152;8,5376;23,9;2,785123967;4,675438596;Col;Colombia M;0,031468317;0,057409297;0,067351201
Colombia;M;H065;65,698;19,2981;10,487;15,1589;59,4486;3,2336;10,2267;21;2,071428571;4,210526316;Col;Colombia M;0,061207994;-1,218548906;0,068381232
Colombia;M;H066;57,502;17,6167;9,263;14,1944;50,8935;0,8088;7,3435;18,9;2,504854369;3,886956522;Col;Colombia M;0,068170779;0,047416084;0,064932243
Colombia;M;H067;61,695;16,9894;8,8113;11,4861;53,9764;2,9582;12,5859;20,9;2,146341463;4,771428571;Col;Colombia M;0,109800294;2,859432878;0,101914137
Colombia;M;H068;56,05;10,8818;4,878;5,1407;49,8091;3,0657;7,728;18,5;2,10989011;4,165137615;Col;Colombia M;0,043140719;-0,724238346;0,068256317
Colombia;M;H069;60,561;20,1314;8,8508;16,2685;52,6709;3,5606;12,6924;25;2,091743119;5,441860465;Col;Colombia M;0,044745522;0,07843978;0,065266319
Colombia;M;H070;44,264;11,4282;6,9697;7,2818;40,3624;6,8065;10,9414;18,4;2,165289256;5,184210526;Col;Colombia M;0,036790793;0,586010125;0,069632372
Colombia;M;H073;51,855;23,4416;3,0714;18,1592;46,0983;6,2157;9,7992;19,7;2,475409836;3,745283019;Col;Colombia M;0,077451378;-1,438819628;0,078253199
Colombia;M;H074;56,524;14,7676;7,8893;11,0744;49,9927;7,1708;12,2886;24,7;2,425;4,293478261;Col;Colombia M;0,067222085;-0,000392241;0,087307779
Colombia;M;H076;61,247;19,2858;9,833;15,2805;49,8808;9,1159;9,5451;19,3;2,027777778;3,490384615;Col;Colombia M;0,048707014;-0,706051978;0,07818489
Colombia;M;H077;56,414;12,1872;6,4393;8,0899;45,5808;2,3767;8,1758;19,6;3,256;5,495652174;Col;Colombia M;0,069446348;-0,965537395;0,097829172
Colombia;M;H078;57,061;22,8015;10,1616;17,665;51,1995;4,2544;13,8246;19;2,745283019;5,180327869;Col;Colombia M;0,032247733;0,511879724;0,066923725
Colombia;M;H080;55,817;16,3837;10,5021;15,9485;44,6765;9,118;11,8825;18,4;3,034188034;4,173913043;Col;Colombia M;0,034087242;0,450357048;0,07605988
Colombia;M;H081;61,08;23,5006;9,1822;19,3327;53,1662;2,7943;9,2639;20,1;2,486238532;4,642857143;Col;Colombia M;0,050866274;0,76106037;0,078092134
Colombia;M;H083;64,904;31,2208;8,1856;26,7171;57,0019;7,3891;5,7042;19,2;2,133333333;4,14516129;Col;Colombia M;0,056591428;1,01895576;0,07545316
Colombia;M;H084;53,251;16,1463;7,294;15,1893;49,8547;3,9441;5,7338;20,4;1,893203883;3,708737864;Col;Colombia M;0,079382555;-1,989575042;0,084130302
Colombia;M;H086;57,83;10,7559;6,9537;7,7791;46,0132;9,2696;15,3839;20;2,279279279;5,016806723;Col;Colombia M;0,106121184;3,163913126;0,063683452
Colombia;M;H087;58,378;19,812;8,942;13,9024;52,4723;1,9854;7,7612;22,3;2,267857143;4,707317073;Col;Colombia M;0,061622796;0,456394959;0,067887501
Colombia;M;H088;52,929;13,2999;8,574;12,0459;37,215;8,1314;8,7096;20;2,339449541;3,654867257;Col;Colombia M;0,053003538;-0,997199743;0,076202713
Colombia;M;H089;65,622;16,494;9,0108;12,0738;48,099;4,9454;7,0494;19;2,91509434;5,05785124;Col;Colombia M;0,069633879;2,003044538;0,064905671
Colombia;M;H090;49,526;11,5039;7,118;8,4196;50,5079;1,817;12,1679;22;2,625;4,524271845;Col;Colombia M;0,031227433;0,123031639;0,069061112
Colombia;M;H091;55,552;18,7009;7,8195;17,8718;48,805;7,8201;10,9805;18,5;2,1015625;4,252525253;Col;Colombia M;0,068437222;1,660264443;0,066465452
Colombia;M;H093;57,207;17,7593;7,6736;15,8152;50,9832;3,915;10,2701;21;2,394957983;4,4;Col;Colombia M;0,052413151;-0,374584273;0,065586744
Colombia;M;H094;57,686;16,5308;8,9899;11,9483;56,4732;1,0689;6,6622;21;2,816513761;5,057692308;Col;Colombia M;0,060972034;1,356051837;0,080843429
Colombia;M;H096;62,965;18,1222;9,1996;12,3763;56,6618;-1,2589;7,5719;21,5;3,146788991;4,817391304;Col;Colombia M;0,047858767;0,152692647;0,062730641
Colombia;M;H097;50,565;18,6307;9,2479;18,6141;45,7273;6,5719;13,0072;19,4;2,169642857;4,14159292;Col;Colombia M;0,046520242;-1,220707607;0,089468247
Colombia;M;H098;62,715;16,202;8,0113;10,4483;55,1265;0,2934;5,5785;21,7;2,406593407;4,129032258;Col;Colombia M;0,0316017;-0,340096181;0,090783376
Colombia;M;H099;56,702;16,8808;8,5689;12,1056;51,1703;5,1075;11,2591;19,4;2,788461538;4,212389381;Col;Colombia M;0,052870561;-0,87880543;0,06864503
Colombia;M;H100;71,557;15,6109;9,2934;10,0723;60,1049;3,75;6,7859;19,2;2,032608696;3,943396226;Col;Colombia M;0,050388094;1,287570382;0,071163299
Colombia;M;H101;63,449;17,6379;7,0925;10,0035;55,8141;0,5716;10,0464;18,7;2,015748031;3,805825243;Col;Colombia M;0,066537761;0,341142546;0,067254567
Colombia;M;H102;47,532;11,1073;7,4194;8,9595;45,6272;6,2487;10,9628;23,5;2,67826087;3,936936937;Col;Colombia M;0,058559296;-1,079592522;0,072965394
Colombia;M;H103;51,166;14,9502;9,1492;15,8853;44,97;8,6298;11,7689;23,1;2,746153846;4,782178218;Col;Colombia M;0,04633756;-0,059690255;0,066126397
Colombia;M;H104;59,602;12,3256;5,4125;5,2313;51,3087;1,578;10,4685;20,9;2,561403509;5,245762712;Col;Colombia M;0,053246636;-0,361878994;0,071679638
Colombia;M;H105;51,837;14,0449;9,2962;14,3847;49,1146;4,7496;8,3914;22,6;2,594339623;5,06;Col;Colombia M;0,056528216;-0,81354885;0,079980137
Colombia;M;H106;62,734;14,3524;7,8959;11,112;49,7937;2,5379;8,8214;20,5;2,991071429;4,308510638;Col;Colombia M;0,046001796;0,235386789;0,07822448
Colombia;M;H107;55,161;13,2886;7,3667;11,1173;46,8461;4,7548;10,6058;18,3;2,890909091;4,623655914;Col;Colombia M;0,047056126;1,041141075;0,070080377
Colombia;M;H108;56,549;13,7548;7,9435;14,696;39,7864;8,923;13,6011;20,2;3,410714286;4,762886598;Col;Colombia M;0,085224321;1,729128054;0,073142229
Colombia;M;H109;65,061;17,6129;11,4227;18,7531;50,4983;7,3394;11,4953;18,2;2,465517241;4,247706422;Col;Colombia M;0,063500264;1,607008801;0,062748409
Colombia;M;H112;60,058;21,1397;10,9652;11,1625;61,4757;3,0358;4,4015;18,5;3,104761905;4,037735849;Col;Colombia M;0,031304453;0,090914379;0,074208105
Colombia;M;H114;56,331;12,0261;5,625;6,5386;51,2726;4,2351;9,9656;18,5;2,555555556;4,540983607;Col;Colombia M;0,050673268;-1,358676404;0,073722771
Colombia;M;H116;55,499;15,9792;10,0156;15,4418;52,4157;4,4284;13,1912;33,6;2,388888889;4,464912281;Col;Colombia M;0,050732878;0,732521852;0,064071894
Colombia;M;H117;55,668;13,5944;7,8625;11,2743;47,4887;8,2745;11,7;20,4;3,090909091;4,720720721;Col;Colombia M;0,074534261;-1,693936292;0,077125347
Colombia;M;H119;60,847;18,7149;10,1216;16,2442;55,4695;3,1219;12,6728;18,8;2,391304348;4,116504854;Col;Colombia M;0,075477482;-1,820521766;0,070312006
Colombia;M;H120;52,805;15,6466;8,9176;15,2062;47,5263;5,2423;10,123;20,9;2,45045045;4,773913043;Col;Colombia M;0,036407497;-0,021849789;0,072212732
Colombia;M;H121;65,003;19,0116;8,5675;10,1203;58,2545;3,008;5,3506;20,2;2,434782609;4,660194175;Col;Colombia M;0,063277627;0,556496236;0,069076426
Colombia;M;H122;67,188;13,3437;4,7722;4,5721;55,4236;1,5116;11,7967;27;2,52293578;4,394230769;Col;Colombia M;0,034584379;-0,390561935;0,075194125
Colombia;M;H123;49,315;14,9978;10,1597;12,6738;54,1668;8,4726;9,9294;19,6;2,703703704;4,25203252;Col;Colombia M;0,045377031;-0,771969574;0,075253226
Colombia;M;H125;54,026;10,3975;7,6968;7,8914;47,732;4,5558;11,1438;18,4;2,663865546;5,009174312;Col;Colombia M;0,051129671;-1,125529499;0,068052524
Colombia;M;H127;56,592;14,4082;7,9595;12,3895;49,6677;4,7222;5,58;20,3;2,416666667;3,68907563;Col;Colombia M;0,041798009;-0,686355122;0,080648763
Colombia;M;H128;58,314;19,0331;6,5027;17,9122;55,0745;1,1776;3,3257;18,2;2,380165289;4,274336283;Col;Colombia M;0,056996774;0,480970204;0,067020814
Colombia;M;H129;63,999;19,7848;9,3342;20,3949;50,92;3,932;7,482;18,6;2,436363636;3,957627119;Col;Colombia M;0,046348173;0,956385075;0,077919354
Colombia;M;H130;66,17;15,3574;7,0282;10,5865;58,357;2,1105;5,9693;20,2;2,058252427;3,341666667;Col;Colombia M;0,081996207;-0,896639715;0,084955805
Czech_2016;F;1011_F;72,711;30,67;12,363;20,785;67,055;6,984;4,047;21;2,363636;4,022727;CZ;Czech_2016 F;0,078064585;-0,262127501;0,064041009
Czech_2016;F;1041_F;73,588;36,201;2,885;2,969;68,568;4,73;4,058;34;1,393939;2,227273;CZ;Czech_2016 F;0,064517997;-0,131927783;0,063354805
Czech_2016;F;1051_F;73,167;35,874;2,387;0,284;63,873;5,836;2,913;26;4;5,022727;CZ;Czech_2016 F;0,047597709;-0,622439821;0,070970791
Czech_2016;F;1061_F;75,778;27,118;14,123;15,336;67,626;5,214;2,192;29;2,575758;3,431818;CZ;Czech_2016 F;0,044953009;-0,714992902;0,065522348
Czech_2016;F;2011_F;65,94;31,482;5,989;11,809;63,29;8,146;6,243;36;2,363636;3,568182;CZ;Czech_2016 F;0,044205808;0,008422984;0,069032087
Czech_2016;F;2021_F;72,225;33,429;2,758;-1,962;65,741;6,128;2,309;19;1,545455;2,295455;CZ;Czech_2016 F;0,054815051;-1,855192273;0,067846572
Czech_2016;F;2031_F;70,009;28,885;2,376;0,254;61,793;5,573;0,474;33;1,757576;2,863636;CZ;Czech_2016 F;0,061984953;-0,577135767;0,070125905
Czech_2016;F;2051_F;76,559;34,735;4,415;9,748;66,636;4,972;-0,998;20;2,606061;4,204545;CZ;Czech_2016 F;0,055066489;0,579679094;0,066888167
Czech_2016;F;3011_F;73,605;19,426;11,251;10,694;61,55;5,392;3,753;31;2,606061;3,818182;CZ;Czech_2016 F;0,048664972;0,344763609;0,064604637
Czech_2016;F;3021_F;65,117;39,569;2,42;-1,146;65,766;5,728;3,707;25;2,151515;2,090909;CZ;Czech_2016 F;0,06278846;0,316721322;0,074274575
Czech_2016;F;4021_F;63,336;31,074;2,531;-2,225;63,721;5,694;3,769;29;1,787879;2,818182;CZ;Czech_2016 F;0,058206041;-0,002142463;0,062439143
Czech_2016;F;4031_F;69,294;30,831;1,854;-1,239;63,933;5,919;1,965;20;2,151515;3,75;CZ;Czech_2016 F;0,055781724;1,884907031;0,060837647
Czech_2016;F;4051_F;67,584;26,65;5,897;10,233;60,661;4,924;1,617;22;2,848485;3,931818;CZ;Czech_2016 F;0,037800847;-0,737231291;0,067745902
Czech_2016;F;4061_F;75,367;30,844;1,637;-4,612;61,086;7,192;1,422;20;3,545455;4,840909;CZ;Czech_2016 F;0,049712802;1,373641919;0,073919034
Czech_2016;F;4071_F;70,54;32,943;2,694;-0,8;61,542;8,04;6,927;25;2,151515;3,659091;CZ;Czech_2016 F;0,04577263;0,083424697;0,069674934
Czech_2016;F;4081_F;73,427;32,718;2,565;0,134;60,968;5,691;3,253;21;2,272727;3,045455;CZ;Czech_2016 F;0,093780495;3,080927902;0,075612951
Czech_2016;F;4101_F;70,839;29,14;8,542;16,25;61,307;4,348;3,401;19;3,636364;4,227273;CZ;Czech_2016 F;0,068117585;0,77162539;0,071838515
Czech_2016;F;4111_F;72,817;21,613;10,399;12,447;61,939;4,972;1,195;25;3,545455;4,863636;CZ;Czech_2016 F;0,04758594;0,974876594;0,067365932
Czech_2016;F;4141_F;67,535;34,758;3,098;6,905;62,265;7,058;3,823;24;3,454545;3,795455;CZ;Czech_2016 F;0,033642906;0,128711098;0,064905106
Czech_2016;F;4151_F;71,913;34,575;3,994;8,667;66,234;6,454;3,155;21;3,757576;4,977273;CZ;Czech_2016 F;0,048795167;1,397938864;0,065818084
Czech_2016;F;4161_F;69,358;34,262;2,69;-3,249;65,462;6,286;3,674;21;1,333333;2,818182;CZ;Czech_2016 F;0,07391682;-2,557256655;0,079782148
Czech_2016;F;4191_F;70,235;18,766;10,291;9,53;58,832;4,092;1,348;20;4,666667;5,159091;CZ;Czech_2016 F;0,042124921;0,015864477;0,061512684
Czech_2016;F;4211_F;68,976;35,363;2,028;-4,615;60,828;7,217;2,82;27;2,69697;3,590909;CZ;Czech_2016 F;0,037907378;0,160774181;0,081784573
Czech_2016;F;4221_F;73,521;34,71;2,168;-5,274;61,438;6,855;2,987;25;4;5;CZ;Czech_2016 F;0,038059446;1,216064004;0,067232585
Czech_2016;F;4231_F;61,203;34,646;3,404;6,313;59,705;7,248;3,989;20;2,121212;3,590909;CZ;Czech_2016 F;0,060170496;-1,007609121;0,06396364
Czech_2016;F;4241_F;72,85;36,901;3,073;6,461;63,704;6,418;2,744;20;2,393939;3,954545;CZ;Czech_2016 F;0,05382494;1,460059349;0,067797801
Czech_2016;F;4251_F;69,956;31,697;4,403;11,935;62,38;5,247;3,56;34;2,424242;3,772727;CZ;Czech_2016 F;0,054418451;1,256054334;0,069391513
Czech_2016;F;5011_F;73,218;26,477;9,402;15,112;56,551;6,362;0,721;21;1,848485;3,681818;CZ;Czech_2016 F;0,063788658;-0,005877572;0,068487743
Czech_2016;F;5021_F;72,76;25,322;8,15;13,118;60,156;4,823;2,143;26;2,848485;4,5;CZ;Czech_2016 F;0,050394809;0,278986705;0,063279264
Czech_2016;F;5031_F;71,081;28,602;2,456;4,405;60,212;4,766;1,629;26;1,848485;3,363636;CZ;Czech_2016 F;0,047236326;-0,678283644;0,066438632
Czech_2016;F;5041_F;72,848;35,034;1,576;1,654;65,451;6,619;3,498;26;2,060606;3,590909;CZ;Czech_2016 F;0,051735797;0,172088424;0,06381127
Czech_2016;F;5051_F;72,807;38,845;2,974;5,802;63,415;6,957;2,409;24;2,575758;3,954545;CZ;Czech_2016 F;0,049789643;-1,341957381;0,064411499
Czech_2016;F;5061_F;71,856;34,564;8,636;18,818;67,017;5,276;1,695;20;2,030303;3,318182;CZ;Czech_2016 F;0,0419462;0,146090137;0,061964068
Czech_2016;F;5071_F;76,236;44,205;1,761;-5,194;66,697;5,958;3,741;21;3,515152;4,568182;CZ;Czech_2016 F;0,039097096;-0,720275343;0,073531869
Czech_2016;F;5091_F;71,207;33,162;3,87;3,304;63,652;6,467;2,345;24;1,484848;3,295455;CZ;Czech_2016 F;0,071757646;-2,274373992;0,077801313
Czech_2016;F;5101_F;76,523;31,306;6,835;14,063;63,426;5,418;0,722;20;1,666667;1,636364;CZ;Czech_2016 F;0,053162148;-1,171124921;0,066972788
Czech_2016;F;5111_F;72,208;36,236;3,328;6,154;65,789;6,461;3,42;21;3,484848;4,931818;CZ;Czech_2016 F;0,036601754;0,604882176;0,072491854
Czech_2016;F;5121_F;74,993;43,441;1,026;0,899;66,529;5,1;2,699;21;3,909091;4,636364;CZ;Czech_2016 F;0,037937556;-0,179895233;0,069256132
Czech_2016;F;5141_F;74,359;25,217;13,046;16,893;61,957;6,536;3,136;21;2,242424;3,545455;CZ;Czech_2016 F;0,078230538;-0,467854224;0,082392319
Czech_2016;F;5151_F;69,235;42,191;4,427;14,177;66,296;7,651;3,669;23;1,848485;3,272727;CZ;Czech_2016 F;0,066283591;1,07509393;0,068165783
Czech_2016;F;5161_F;68,568;35,053;2,703;6,137;61,574;5,558;2,357;20;2;3,204545;CZ;Czech_2016 F;0,058307094;-0,172524028;0,081906931
Czech_2016;F;5171_F;70,423;25,62;11,052;15,757;60,841;5,524;1,926;20;4,393939;4,840909;CZ;Czech_2016 F;0,057410822;1,492203548;0,076545363
Czech_2016;F;5181_F;70,28;43,184;1,254;-4,348;66,54;3,929;2,051;26;3,848485;4,636364;CZ;Czech_2016 F;0,050732893;-0,250624411;0,080266241
Czech_2016;F;5191_F;70,729;43,438;1,538;1,463;65,118;5,71;2,568;21;1,787879;3,068182;CZ;Czech_2016 F;0,077158789;-1,53190745;0,092482463
Czech_2016;F;5211_F;75,842;33,163;3,896;-2,68;61,365;7,351;2,128;22;3,666667;4,772727;CZ;Czech_2016 F;0,042432716;-0,99857722;0,063098248
Czech_2016;F;5231_F;77,835;44,31;2,544;-1,95;66,081;7,672;6,916;25;3,151515;4,863636;CZ;Czech_2016 F;0,062438032;-0,044146402;0,066811069
Czech_2016;F;6051_F;78,095;38,166;3,924;10,358;65,092;4,482;3,845;19;3,242424;4,75;CZ;Czech_2016 F;0,043364358;-1,147770721;0,064549017
Czech_2016;F;6091_F;75,434;38,97;1,552;-1,88;61,903;4,885;0,392;21;2,454545;4,090909;CZ;Czech_2016 F;0,057982501;-0,421187796;0,086147127
Czech_2016;F;6121_F;74,875;32,969;3,207;-6,363;65,186;5,892;0,428;27;2,454545;3,931818;CZ;Czech_2016 F;0,066396295;1,412897606;0,073143856
Czech_2016;F;6131_F;75,554;32,777;2,058;-1,037;64,623;5,247;1,3;20;3,545455;4,954545;CZ;Czech_2016 F;0,048449866;-0,531096203;0,06625545
Czech_2016;M;2040_M;65,866;29,696;6,994;15,282;62,481;3,466;6,149;31;2,4494;4,0909;CZ;Czech_2016 M;0,052672807;0,622898713;0,064804364
Czech_2016;M;4042_M;67,3;35,604;2,398;2,625;61,146;8,326;4,076;28;2,1011;4,4026;CZ;Czech_2016 M;0,046600718;-0,917390662;0,068469762
Czech_2016;M;4090_M;72,104;27,831;1,992;-2,251;59,187;6,191;2,348;21;2,6742;4,4589;CZ;Czech_2016 M;0,075540563;-1,301178808;0,073650712
Czech_2016;M;4120_M;67,705;45,769;1,239;-1,403;63,695;7,227;4,821;24;1,9101;3,4199;CZ;Czech_2016 M;0,062602753;-1,144823321;0,062063714
Czech_2016;M;4130_M;69,028;34,603;2,385;0,835;61,628;6,246;8,772;26;1,7865;4,1602;CZ;Czech_2016 M;0,054605167;0,254162525;0,064753763
Czech_2016;M;4170_M;66,083;31,776;7,39;15,726;62,176;6,358;6,506;24;3,2023;4,4892;CZ;Czech_2016 M;0,052573613;-0,795463415;0,100892927
Czech_2016;M;4200_M;67,035;21,917;4,736;4,84;57,503;6,753;3,634;30;3,382;5,1385;CZ;Czech_2016 M;0,072656904;0,8965296;0,077889393
Czech_2016;M;6060_M;66,405;29,134;4,479;1,853;61,35;9,44;5,541;29;2,2472;5,2641;CZ;Czech_2016 M;0,053600128;-0,13913254;0,090525579
Czech_2016;M;6080_M;76,349;26,069;10,997;17,09;64,397;4,334;7,009;22;3,0112;3,7143;CZ;Czech_2016 M;0,047938322;-0,267645583;0,066329221
Czech_2016;M;7040_M;76,372;39,616;3,011;0,71;69,612;7,472;6,314;20;2,382;4,2944;CZ;Czech_2016 M;0,044629884;0,12919401;0,072923615
Czech_2016;M;7060_M;72,831;25,319;11,574;13,69;67,389;4,904;2,156;22;1,7416;4,1602;CZ;Czech_2016 M;0,069756931;0,258882089;0,073308054
Czech_2016;M;7070_M;71,254;30,795;12,378;20,094;63,522;8,264;6,482;22;2,4607;3,9091;CZ;Czech_2016 M;0,060466558;0,414951055;0,065144443
Czech_2016;M;7090_M;73,761;18,155;10,886;7,259;67,323;6,122;4,368;25;2,9888;4,1775;CZ;Czech_2016 M;0,056255322;-1,576916398;0,064571045
Czech_2016;M;7100_M;78,935;29,892;6,766;10,525;73,889;6,083;5,362;25;3,2135;4,4762;CZ;Czech_2016 M;0,047917684;1,219273688;0,067979862
Czech_2016;M;8010_M;78,26;17,865;12,364;13,69;66,66;7,482;3,43;22;3,1573;5,0043;CZ;Czech_2016 M;0,057099635;-1,134241059;0,077642426
Czech_2016;M;8020_M;80,476;38,231;3,779;5,98;70,919;7,103;1,925;22;2,5056;4,0519;CZ;Czech_2016 M;0,067185693;1,45478856;0,063541595
Czech_2016;M;8030_M;79,623;33,217;6,324;11,517;68,445;7,527;8,267;30;2,4832;3,5455;CZ;Czech_2016 M;0,047410708;-0,8099071;0,08365904
Czech_2016;M;8040_M;79,176;34,437;8,077;13,082;74,587;5,014;5,474;32;2,236;4,684;CZ;Czech_2016 M;0,077163226;1,671554322;0,076206144
Czech_2016;M;8050_M;79,221;43,24;2,562;2,849;73,241;6,455;6,634;28;2,0787;3,7706;CZ;Czech_2016 M;0,044879979;0,654850753;0,074340989
Czech_2016;M;8060_M;75,149;41,894;2,47;2,273;62,905;12,021;10,543;25;4,4607;5,1645;CZ;Czech_2016 M;0,04193313;0,819207178;0,084774218
Czech_2016;M;8070_M;73,375;40,521;3,663;5,165;70,404;9,044;6,318;22;3,1461;3,645;CZ;Czech_2016 M;0,045664788;-0,212681087;0,083692816
Czech_2016;M;8080_M;80,865;38,61;3,825;3,291;67,351;9,373;5,176;26;1,5506;2,4589;CZ;Czech_2016 M;0,046253912;0,050983845;0,076080094
Czech_2016;M;8090_M;79,689;35,923;11,074;17,515;72,367;6,075;3,991;22;3,8764;3,684;CZ;Czech_2016 M;0,051423649;-1,008941615;0,072995825
Czech_2016;M;8100_M;76,605;36,858;7,195;14,756;69,63;7,441;4,324;19;2,4045;2,4069;CZ;Czech_2016 M;0,043427435;0,456278864;0,083369838
Czech_2016;M;8110_M;79,485;35,837;3,034;4,168;65,072;10,649;7,784;25;1,9551;4,1342;CZ;Czech_2016 M;0,067997911;0,258984139;0,087871736
Czech_2016;M;9010_M;78,065;30,206;5,517;11,455;65,201;7,024;2,729;20;2,7865;2,6017;CZ;Czech_2016 M;0,040584399;-0,990250347;0,067856087
Czech_2016;M;9012_M;72,531;21,334;8,871;13,088;68,996;6,147;4,947;20;1,5393;3,0216;CZ;Czech_2016 M;0,063029989;-1,634968781;0,069639875
Czech_2016;M;9013_M;73,27;37,325;-0,636;0,153;65,352;4,95;5,389;25;4,8427;5,3896;CZ;Czech_2016 M;0,045805669;0,810303896;0,06941448
Czech_2016;M;9020_M;79,785;37,325;4,26;7,131;68,963;8,138;5,096;20;2,6405;3,7965;CZ;Czech_2016 M;0,036530093;0,998225808;0,086722568
Czech_2016;M;9022_M;74,516;35,824;0,51;-3,38;70,26;2,966;3,809;22;2,5506;3,039;CZ;Czech_2016 M;0,058032203;1,834109627;0,068991649
Czech_2016;M;9023_M;74,317;39,63;-0,538;-1,931;63,122;3,712;3,481;19;2,5393;3,5108;CZ;Czech_2016 M;0,046905591;0,17382335;0,0704164
Czech_2016;M;9030_M;76,129;33,546;9,9;17,546;67,842;5,448;4,718;29;2,618;4,0476;CZ;Czech_2016 M;0,067245527;-1,574679905;0,088405712
Czech_2016;M;9032_M;75,064;30,062;2,817;7,695;67,067;3,937;2,613;21;1,9326;4,0823;CZ;Czech_2016 M;0,041818857;-0,032442308;0,07175408
Czech_2016;M;9033_M;75,897;39,723;-0,368;-0,293;68,964;4,632;4,706;24;3,6854;4,7403;CZ;Czech_2016 M;0,035728694;0,090187175;0,080300454
Czech_2016;M;9040_M;73,411;37,284;2,406;1,428;67,923;6,962;6,109;21;3,3933;4,4199;CZ;Czech_2016 M;0,046917026;1,204586071;0,088220263
Czech_2016;M;9042_M;75,384;26,501;11,107;17,827;60,222;10,074;4,652;21;2,1011;2,8961;CZ;Czech_2016 M;0,044666662;0,210374215;0,070685258
Czech_2016;M;9043_M;77,525;22,796;9,297;12,387;72,046;4,332;2,735;21;2,1573;4,8268;CZ;Czech_2016 M;0,084197406;1,156561556;0,072923154
Czech_2016;M;9050_M;75,297;45,985;2,453;0,147;68,207;8,018;5,362;23;2,8315;3,7532;CZ;Czech_2016 M;0,057078126;1,032000688;0,079145107
Czech_2016;M;9052_M;77,476;32,263;5,223;15,874;68,689;2,042;2,017;24;4,0674;4,6234;CZ;Czech_2016 M;0,060326224;-0,749028745;0,078432864
Czech_2016;M;9053_M;78,08;41,553;-0,402;-0,878;68,676;3,697;7,283;20;3,9888;3,1515;CZ;Czech_2016 M;0,048021103;-1,26103987;0,064176621
Czech_2016;M;9060_M;76,561;33,153;12,003;20,913;70,538;7,923;5,355;22;3,4494;4,8788;CZ;Czech_2016 M;0,051541594;-1,076643992;0,076867612
Czech_2016;M;9062_M;72,403;25,222;11,316;17,404;62,866;4,639;4,043;29;2,8764;4,9004;CZ;Czech_2016 M;0,036558504;0,164503608;0,077553928
Czech_2016;M;9063_M;75,889;30,031;13,786;20,004;67,924;5,374;3,637;23;3,427;3,4632;CZ;Czech_2016 M;0,061161079;1,237228234;0,076221478
Czech_2016;M;9070_M;74,801;39,909;2,899;-2,634;66,307;9,395;9,176;34;1,6067;4,4762;CZ;Czech_2016 M;0,052033726;0,07485406;0,098257657
Czech_2016;M;9072_M;71,2;37,968;3,589;13,314;63,416;4,481;4,097;28;5,5056;6,3896;CZ;Czech_2016 M;0,050067128;0,920685849;0,073486146
Czech_2016;M;9073_M;70,965;27,455;8,54;13,956;64,969;2,835;1,52;22;2,764;3,7532;CZ;Czech_2016 M;0,051846409;-0,545626818;0,066646693
Czech_2016;M;9082_M;72,455;25,878;8,141;14,799;67,13;4,924;4,803;19;2,9438;3,0216;CZ;Czech_2016 M;0,060110368;-0,460703928;0,08413023
Czech_2016;M;9083_M;75,19;23,458;12,27;13,009;69,872;4,527;2,72;20;1,8539;3,5844;CZ;Czech_2016 M;0,050921483;-0,364280264;0,07731364
Czech_2016;M;9102_M;76,206;32,511;9,102;18,564;62,051;9,055;5,93;21;3,6966;4,3117;CZ;Czech_2016 M;0,052144703;-0,302011169;0,075657945
Czech_2016;M;9112_M;74,376;26,716;-0,476;-0,493;58,345;2,887;2,445;32;1,7191;4,1688;CZ;Czech_2016 M;0,08398233;-0,601153021;0,080874734
